Date,Price_TTF,Sigma_TTF,Low_Th_TTF,High_Th_TTF,Hedge_Ratio_TTF,Price_Spread,Sigma_Spread,Low_Th_Spread,High_Th_Spread,Hedge_Ratio_Spread,HedgeQty_TTF,PnL_TTF,CumPnL_TTF
2025-01-02,49.8511,1.1682600186139884,0.9718619316224884,2.292998831410675,0.9,76.628,80.44411230185422,20.812776944917548,34.49726610060896,1.0,7.2,6.530400000000026,6.530400000000026
2025-01-03,49.4501,1.1066822517944273,0.9719489740539512,2.2928721815223283,0.9,25.613,80.57788359368085,20.839481413980803,34.62804540048569,1.0,7.2,-2.8872000000000244,3.6432000000000015
2025-01-06,46.9508,1.1886581512385086,0.9720360164854142,2.2927455316339818,0.9,51.038,80.10338805876505,20.866185883044057,34.68541638636336,1.0,7.2,-17.99495999999999,-14.351759999999986
2025-01-07,47.6752,1.1821401126867281,0.9727027031311817,2.289130823262262,0.9,96.906,80.53225944513125,20.86770349972866,34.888370761735544,1.0,7.2,5.21567999999997,-9.136080000000018
2025-01-08,45.8,1.232428428287248,0.9733693897769493,2.285516114890542,0.9,111.952,80.48779918634916,20.869221116413264,34.95686361136803,1.0,7.2,-13.501439999999997,-22.637520000000016
2025-01-09,45.4989,1.233310920423874,0.974036076422717,2.281901406518822,0.9,102.365,80.0896485050691,20.870738733097866,34.962947364576564,1.0,7.2,-2.1679199999999867,-24.805440000000004
2025-01-10,46.1609,1.2374126742670706,0.9747027630684845,2.2782866981471024,0.9,107.235,79.829484088814,20.872256349782468,34.97867445067693,1.0,7.2,4.766399999999993,-20.03904000000001
2025-01-13,49.2256,1.3361098077765854,0.97474173868235,2.2770252182144253,0.9,110.045,79.59914560080504,20.96323792302756,35.01965911779811,1.0,7.2,22.065840000000016,2.026800000000005
2025-01-14,47.6749,1.3668615440649723,0.9747807142962157,2.275763738281748,0.9,287.748,84.85358564329582,21.05421949627265,35.05947421598637,1.0,7.2,-11.165039999999994,-9.138239999999989
2025-01-15,47.2998,1.3361051319748973,0.9748196899100814,2.274502258349071,0.9,146.782,85.85317245034399,21.145201069517746,35.13549201221924,1.0,7.2,-2.700720000000024,-11.838960000000013
2025-01-16,46.9987,1.3311684458641477,0.974858665523947,2.273240778416394,0.9,134.294,85.89365861549484,21.236182642762838,35.28508477347428,1.0,7.2,-2.1679199999999867,-14.006879999999999
2025-01-17,48.366,1.352418221735703,0.9751811571109826,2.2684362707800236,0.9,169.953,86.10322322291258,21.298437471049454,35.43753413350119,1.0,7.2,9.844560000000001,-4.162319999999998
2025-01-20,49.5498,1.3549287013518938,0.9755036486980182,2.2636317631436533,0.9,169.435,85.17351543302377,21.360692299336066,35.49491659022981,1.0,7.2,8.523359999999986,4.3610399999999885
2025-01-21,50.3737,1.3586019430950378,0.9758261402850539,2.258827255507283,0.9,158.581,81.36448463846347,21.422947127622677,35.5264531719016,1.0,7.2,5.932080000000013,10.293120000000002
2025-01-22,48.6862,1.3900959745912207,0.9761486318720896,2.2540227478709127,0.9,91.482,74.20997936691485,21.485201955909293,35.60136490675799,1.0,7.2,-12.15,-1.8568799999999985
2025-01-23,48.6754,1.3298503168946614,0.9765177593151012,2.252540812308477,0.9,60.17,59.011897161300105,21.520584350232483,35.86051133944327,1.0,7.2,-0.07775999999997225,-1.9346399999999708
2025-01-24,49.4744,1.2776644830611306,0.9768868867581129,2.251058876746042,0.9,53.044,51.256166421244345,21.55596674455567,36.01037737356456,1.0,7.2,5.752799999999996,3.8181600000000255
2025-01-27,47.7008,1.304839012380412,0.9772560142011244,2.249576941183607,0.9,102.86,51.62482440793937,21.591349138878854,36.109489582538494,1.0,7.2,-12.769920000000013,-8.951759999999988
2025-01-28,48.344,1.2845893086897477,0.977625141644136,2.2480950056211713,0.9,87.322,50.62404245538019,21.626731533202044,36.21637453978171,1.0,7.2,4.631040000000001,-4.320719999999986
2025-01-29,51.4,1.3730902651804568,0.9777805578078894,2.2071698229942838,0.9,128.068,51.11326420123983,21.63374782843831,36.224452811178594,1.0,7.2,22.003199999999982,17.682479999999995
2025-01-30,51.9353,1.3392028527251316,0.9779359739716429,2.1662446403673963,0.9,125.36,50.91910465783123,21.640764123674572,36.24779308756645,1.0,7.2,3.8541599999999963,21.53663999999999
2025-01-31,53.6988,1.3648792579498061,0.9780913901353963,2.1253194577405083,0.9,166.786,51.10957923894117,21.647780418910838,36.27507460154483,1.0,7.2,12.697200000000004,34.233839999999994
2025-02-03,53.9501,1.3378825313321354,0.9782468062991496,2.084394275113621,0.9,123.271,51.37601328725256,21.654796714147103,36.29497658571325,1.0,7.2,1.8093600000000039,36.0432
2025-02-04,52.0244,1.3981626529456286,0.9785378925239858,2.056225147233224,0.9,122.971,51.27316254787603,21.65587747772726,36.31587261522358,1.0,7.2,-13.865039999999993,22.178160000000005
2025-02-05,53.6742,1.4212532042604842,0.9788289787488219,2.028056019352827,0.9,138.941,51.34839692362785,21.656958241307414,36.324995369439925,1.0,7.2,11.878559999999993,34.05672
2025-02-06,54.499,1.4236212576852516,0.979120064973658,1.9998868914724302,0.9,97.78,51.92933099546709,21.658039004887566,36.33409447461277,1.0,7.2,5.938560000000024,39.99528000000002
2025-02-07,55.6501,1.3876866805098231,0.9794111511984942,1.971717763592033,0.9,108.179,51.67933706783845,21.659119768467722,36.35491955699261,1.0,7.2,8.287919999999998,48.28320000000002
2025-02-10,58.3503,1.4557321447283513,0.9794561829029342,1.969336107403459,0.9,111.824,51.31236418553713,21.666276654263537,36.37136091507051,1.0,7.2,19.441439999999968,67.72464
2025-02-11,57.5489,1.4565326403372563,0.9795012146073743,1.9669544512148849,0.9,138.626,50.87241571691589,21.673433540059357,36.393302443150596,1.0,7.2,-5.770079999999957,61.954560000000036
2025-02-12,55.8998,1.4982521326148883,0.9795462463118143,1.964572795026311,0.9,155.663,50.94777304038628,21.680590425855172,36.4234220547753,1.0,7.2,-11.873520000000031,50.08104
2025-02-13,51.8999,1.678950628534822,0.9795912780162543,1.9621911388377369,0.9,207.354,51.66657272906549,21.687747311650988,36.46439766348706,1.0,7.2,-28.79927999999998,21.281760000000023
2025-02-14,51.4995,1.678944849011721,0.98011612660178,1.9499656115211457,0.9,150.277,51.90191907270755,21.702153661177285,36.65577109979723,1.0,7.2,-2.8828800000000343,18.398879999999988
2025-02-17,48.5256,1.7059908026055461,0.9806409751873058,1.9377400842045545,0.9,111.974,52.303959096143316,21.71656001070358,36.72368078215954,1.0,7.2,-21.412080000000003,-3.0132000000000154
2025-02-18,49.6002,1.7119346729264582,0.9811658237728315,1.9255145568879632,0.9,89.501,51.814832014543875,21.730966360229875,36.746561240661876,1.0,7.2,7.7371200000000275,4.723920000000012
2025-02-19,47.6251,1.71592964860277,0.9816906723583572,1.913289029571372,0.9,85.203,51.738265660442984,21.74537270975617,36.80284700539212,1.0,7.2,-14.220719999999984,-9.496799999999972
2025-02-20,46.7495,1.723298121132514,0.9828309106368907,1.9132670028513126,0.9,75.709,51.737729478281274,21.76292145781928,36.916702743972365,1.0,7.2,-6.3043200000000414,-15.801120000000013
2025-02-21,46.0001,1.7250443655664094,0.9839711489154241,1.913244976131253,0.9,71.393,51.72965565916799,21.78047020588239,36.99161690365682,1.0,7.2,-5.395679999999959,-21.19679999999997
2025-02-24,46.901,1.6351477306945097,0.9851113871939577,1.9132229494111936,0.9,132.716,52.97398982789767,21.7980189539455,37.05270936314071,1.0,7.2,6.48648,-14.710319999999971
2025-02-25,43.9996,1.6946248787126097,0.9862516254724912,1.9132009226911342,0.9,129.249,41.103092818566864,21.81556770200861,37.12510000111926,1.0,7.2,-20.89008000000002,-35.60039999999999
2025-02-26,41.3992,1.753734170815252,0.9868427177953988,1.9130265386970393,0.9,112.446,32.27227360287542,21.847361460132557,37.128269499392665,0.9,7.2,-18.722880000000004,-54.32328
2025-02-27,45.4003,1.9135223821979235,0.9874338101183063,1.9128521547029442,1.0,118.341,32.22395016634347,21.8791552182565,37.127212999968194,0.9,8.0,32.00880000000001,-22.31447999999999
2025-02-28,44.7508,1.8972513450149195,0.9880249024412139,1.9132229494111936,0.9,77.336,32.29471222510425,21.910948976380446,37.12615650054373,0.9,7.2,-4.676400000000024,-26.99088000000001
2025-03-03,45.6112,1.8904915714927322,0.9886159947641214,1.9132009226911342,0.9,70.404,32.29834769498954,21.942742734504392,37.12510000111926,0.9,7.2,6.19487999999999,-20.79600000000002
2025-03-04,43.5495,1.9134852738020935,0.9886430147792629,1.9130265386970393,1.0,37.018,32.739014757098545,22.05702444744416,37.100969788459736,0.9,8.0,-16.493599999999958,-37.28959999999998
2025-03-05,41.0244,1.9414301122223483,0.9886700347944042,1.913244976131253,1.0,54.572,30.702403856615394,22.171306160383928,37.07683957580022,0.9,8.0,-20.200800000000015,-57.490399999999994
2025-03-06,37.5509,2.0274162577345676,0.9886970548095455,1.9133380906290525,1.0,69.096,30.291544016080792,22.285587873323696,37.05270936314071,0.9,8.0,-27.78800000000001,-85.2784
2025-03-07,39.5957,2.064620552154636,0.9887240748246869,1.9134852738020935,1.0,96.687,30.659082208054254,22.399869586263463,37.028579150481185,0.9,8.0,16.358400000000017,-68.91999999999999
2025-03-10,41.6751,2.0913449328261167,0.9887832858337766,1.913513105098966,1.0,104.347,29.302147004641284,22.400463664275982,37.010098027069,0.9,8.0,16.635199999999998,-52.28479999999999
2025-03-11,43.1852,2.1093214773705204,0.9888424968428664,1.9274762472101359,1.0,110.215,29.16981599524671,22.4010577422885,36.99161690365682,0.9,8.0,12.08080000000001,-40.20399999999998
2025-03-12,42.4758,2.0207917860860003,0.9889017078519562,1.9466203688761954,1.0,104.574,28.190314960422402,22.401651820301023,36.97313578024463,0.9,8.0,-5.675200000000018,-45.8792
2025-03-13,41.2004,2.0221013750892745,0.9889609188610459,1.9621911388377369,1.0,105.916,28.19047662589977,22.40224589831354,36.954654656832446,0.9,8.0,-10.203199999999981,-56.08239999999998
2025-03-14,42.0001,1.994706755854248,0.9890898017284068,1.969336107403459,1.0,67.498,27.848242801742924,22.431206968368194,36.916702743972365,0.9,8.0,6.397600000000011,-49.68479999999997
2025-03-17,41.2244,1.9921330310360377,0.9892186845957678,1.9832122597231405,1.0,48.942,26.96448983830825,22.460168038422843,36.878750831112285,0.9,8.0,-6.205600000000004,-55.89039999999997
2025-03-18,39.9249,1.9790958473911573,0.9893475674631287,1.9927764622405904,0.9,61.758,27.10696975736011,22.489129108477496,36.8407989182522,0.9,7.2,-9.356400000000013,-65.24679999999998
2025-03-19,42.6654,2.027538271180954,0.9894764503304896,1.9921330310360377,1.0,64.535,26.91101337601646,22.518090178532148,36.80284700539212,0.9,8.0,21.923999999999978,-43.3228
2025-03-20,41.9006,2.016057854898726,0.9897328472934912,1.9940633246496953,1.0,14.027,27.423517253078316,22.543578266257235,36.78408508381537,0.9,8.0,-6.118400000000008,-49.44120000000001
2025-03-21,42.0498,1.9973471123887852,0.9899892442564929,2.0053823053764868,0.9,96.179,31.447416644077553,22.569066353982322,36.76532316223862,0.9,7.2,1.0742400000000032,-48.366960000000006
2025-03-24,42.1111,1.909868788584493,0.9902456412194947,2.0020247980162704,0.9,80.527,31.558981124765932,22.594554441707412,36.746561240661876,0.9,7.2,0.4413600000000201,-47.92559999999999
2025-03-25,41.025,1.9119119725233598,0.9905020381824963,1.9973471123887852,0.9,91.329,31.205397742282056,22.6200425294325,36.72779931908513,0.9,7.2,-7.819920000000013,-55.74552
2025-03-26,40.624,1.9007354115661685,0.9907435923020556,1.9966870232551508,0.9,64.749,31.324123488558076,22.62563194818006,36.725740050622335,0.9,7.2,-2.887199999999973,-58.63271999999997
2025-03-27,40.8007,1.7857192930993186,0.9909851464216148,1.9960269341215167,0.9,42.062,29.74741840428408,22.63122136692762,36.72368078215954,0.9,7.2,1.2722399999999767,-57.360479999999995
2025-03-28,39.7746,1.7897363976873524,0.9912267005411742,1.9953668449878823,0.9,56.294,28.298539061454083,22.63681078567518,36.721621513696746,0.9,7.2,-7.387919999999997,-64.74839999999999
2025-03-31,40.5742,1.733660313292388,0.9914682546607335,1.994706755854248,0.9,56.928,27.51182752767694,22.642400204422742,36.71956224523395,0.9,7.2,5.757119999999986,-58.99128
2025-04-01,42.1113,1.7479812354295445,0.9917697991832073,1.9940633246496953,0.9,13.325,28.317096587239188,22.651431458867403,36.65577109979723,0.9,7.2,11.067120000000017,-47.924159999999986
2025-04-02,41.1252,1.7234713455564112,0.9920713437056812,1.9934198934451428,0.9,26.0,28.449990340805968,22.660462713312064,36.59197995436051,0.9,7.2,-7.099920000000004,-55.02407999999999
2025-04-03,39.5242,1.738061754325944,0.9923728882281551,1.9927764622405904,0.9,32.584,28.454870843870967,22.66949396775673,36.52818880892379,0.9,7.2,-11.527199999999993,-66.55127999999999
2025-04-04,36.8007,1.794435393622479,0.9926744327506288,1.9921330310360377,0.9,48.829,28.63022503884158,22.67852522220139,36.46439766348706,0.9,7.2,-19.609200000000012,-86.16048
2025-04-07,35.7755,1.7841683175487764,0.9931399501417002,1.9888737351248176,0.9,62.867,26.301894918165225,22.685386007727853,36.45073912724981,0.9,7.2,-7.381439999999986,-93.54191999999999
2025-04-08,35.8263,1.7200444083447857,0.9936054675327715,1.9856144392135975,0.9,43.487,26.485470097229975,22.692246793254313,36.43708059101256,0.9,7.2,0.3657600000000173,-93.17615999999997
2025-04-09,33.5745,1.7048859813596875,0.9940709849238427,1.9823551433023774,0.9,36.521,26.367512126286847,22.699107578780776,36.4234220547753,0.9,7.2,-16.21296000000002,-109.38911999999999
2025-04-10,33.2491,1.5029703499495886,0.9945365023149141,1.9790958473911573,0.9,9.871,26.676580720166125,22.70596836430724,36.40976351853805,0.9,7.2,-2.342880000000014,-111.732
2025-04-11,33.1813,1.503460001130726,0.9947920209634857,1.9772513264413762,0.9,70.853,28.202313120282913,22.729064319577326,36.40153298084432,0.9,7.2,-0.4881599999999878,-112.22015999999999
2025-04-14,34.4414,1.5165966253727314,0.9950475396120574,1.9754068054915952,0.9,25.907,29.345290011179458,22.752160274847412,36.393302443150596,0.9,7.2,9.07272000000001,-103.14743999999999
2025-04-15,34.275,1.4828976665578655,0.995303058260629,1.9735622845418141,0.9,54.542,29.20459141952868,22.775256230117503,36.38507190545687,0.9,7.2,-1.1980800000000216,-104.34552000000001
2025-04-16,35.6244,1.4516404658416524,0.9955585769092007,1.971717763592033,0.9,67.662,29.126864523812117,22.79835218538759,36.37684136776314,0.9,7.2,9.71568000000002,-94.62983999999999
2025-04-17,35.43,1.3118188185672326,0.9965132676396669,1.969336107403459,0.9,69.284,29.006686271929784,22.8074585865643,36.37136091507051,0.9,7.2,-1.3996800000000122,-96.02952
2025-04-18,35.43,1.2497653307123613,0.9974679583701331,1.9669544512148849,0.9,69.284,28.535491929057965,22.81656498774101,36.36588046237787,0.9,7.2,0.0,-96.02952
2025-04-21,35.43,1.1781045042194145,0.9984226491005994,1.964572795026311,0.9,69.284,28.490367057684747,22.82567138891772,36.36040000968524,0.9,7.2,0.0,-96.02952
2025-04-22,34.2247,1.145395775623472,0.9993773398310656,1.9621911388377369,0.9,80.394,28.55102239305109,22.83477779009443,36.35491955699261,0.9,7.2,-8.678160000000009,-104.70768000000001
2025-04-23,34.2745,1.1443949257090007,1.0000896769791958,1.9570008821838898,0.9,78.697,28.537964350817045,22.860708858514993,36.347977862866,0.9,7.2,0.3585600000000341,-104.34911999999997
2025-04-24,33.4855,1.1330989415615125,1.0008020141273262,1.9518106255300425,0.9,60.544,28.707488713718494,22.88663992693555,36.341036168739386,0.9,7.2,-5.680800000000011,-110.02991999999998
2025-04-25,31.9005,1.1400259137203972,1.0015143512754565,1.9466203688761954,0.9,36.272,28.19194254506714,22.912570995356113,36.33409447461277,0.9,7.2,-11.412000000000006,-121.44191999999998
2025-04-28,31.8501,1.1380830388112673,1.0022266884235869,1.9414301122223483,0.9,21.769,28.11471861877053,22.938502063776674,36.32715278048616,0.9,7.2,-0.3628799999999984,-121.80479999999999
2025-04-29,31.4997,1.1227883064511546,1.0024165055623746,1.934453179716242,0.9,20.203,27.995035880255276,22.947366144790028,36.326074074963046,0.9,7.2,-2.522880000000004,-124.32767999999999
2025-04-30,31.7197,0.9732550283078124,1.0026063227011623,1.9274762472101359,0.8,4.043,28.111206126800163,22.95623022580338,36.324995369439925,0.9,6.4,1.4079999999999928,-122.91968
2025-05-01,31.6508,0.9716858487647431,1.0015143512754565,1.9204993147040297,0.8,10.673,26.60791774486008,22.965094306816738,36.323916663916805,0.9,6.4,-0.4409599999999955,-123.36063999999999
2025-05-02,33.0241,1.01762443403602,0.9993773398310656,1.9135223821979235,0.9,52.841,23.117701336332313,22.97395838783009,36.32283795839369,0.9,7.2,9.887759999999977,-113.47288000000002
2025-05-05,33.0241,1.0169334769549716,1.0000896769791958,1.913513105098966,0.9,52.841,22.96210207656763,22.979591309556795,36.31587261522358,0.8,7.2,0.0,-113.47288000000002
2025-05-06,34.6997,1.0673409485592071,1.0008020141273262,1.9135038280000085,0.9,62.482,22.942629852087222,22.96803023219886,36.308907272053474,0.8,7.2,12.064320000000022,-101.40856
2025-05-07,34.3005,1.0673299409348993,1.0015143512754565,1.913494550901051,0.9,63.76,22.427973808099125,22.957234020447526,36.30194192888336,0.8,7.2,-2.8742400000000035,-104.2828
2025-05-08,35.31,1.0883779838106256,1.0022266884235869,1.9134852738020935,0.9,40.0,22.466169794532853,22.942629852087222,36.29497658571325,0.8,7.2,7.26840000000002,-97.01439999999998
2025-05-09,34.2749,1.088619595914569,1.0024165055623746,1.9134362127444131,0.9,-4.596,23.707952607734253,22.93953401085431,36.28834259099044,0.9,7.2,-7.452719999999999,-104.46711999999998
2025-05-12,35.3511,1.0983592247257883,1.0026063227011623,1.9133871516867327,0.9,21.146,24.242382462201956,22.94056595793195,36.281708596267634,0.9,7.2,7.748640000000001,-96.71847999999999
2025-05-13,35.1744,1.0497829467446431,1.0027961398399503,1.9133380906290525,0.9,2.129,23.150202823867563,22.941597905009587,36.27507460154483,0.9,7.2,-1.2722400000000278,-97.99072000000001
2025-05-14,34.5251,1.0432121397919023,1.002985956978738,1.913289029571372,0.9,7.26,23.044311484965018,22.942629852087222,36.26844060682202,0.9,7.2,-4.6749599999999765,-102.66567999999998
2025-05-15,34.9003,1.015014724251959,1.0031398463134102,1.9132670028513126,0.9,18.854,23.116394191931846,22.947497908207325,36.25811684719424,0.9,7.2,2.7014399999999967,-99.96423999999999
2025-05-16,34.7994,0.8915174078599057,1.0032937356480822,1.913244976131253,0.8,42.457,23.337696800935873,22.952365964327427,36.24779308756645,0.9,6.4,-0.6457600000000184,-100.61000000000001
2025-05-19,34.8496,0.8730783969552158,1.0027961398399503,1.9132229494111936,0.8,39.188,23.186707816972508,22.957234020447526,36.23746932793867,0.9,6.4,0.3212800000000243,-100.28871999999998
2025-05-20,37.3454,0.9875745616489398,1.0022266884235869,1.9132009226911342,0.8,18.0,23.238985552200877,22.96210207656763,36.22714556831089,0.9,6.4,15.973119999999973,-84.31560000000002
2025-05-21,36.6005,0.9009530265735042,1.0000896769791958,1.9130265386970393,0.8,4.561,23.327613837110132,22.965066154383244,36.224452811178594,0.9,6.4,-4.767360000000008,-89.08296000000003
2025-05-22,36.021,0.906277296942843,0.9974679583701331,1.9128521547029442,0.8,22.643,23.064001106266968,22.96803023219886,36.2217600540463,0.9,6.4,-3.708799999999974,-92.79176
2025-05-23,36.1505,0.9057904480706865,0.995303058260629,1.9126777707088491,0.8,22.106,20.029468613038354,22.970994310014476,36.219067296914005,0.8,6.4,0.8288000000000011,-91.96296
2025-05-26,36.1505,0.8789077454039402,0.9945365023149141,1.9125033867147543,0.8,22.106,18.282074575084867,22.96210207656763,36.21637453978171,0.8,6.4,0.0,-91.96296
2025-05-27,36.5753,0.8803533791582816,0.9931399501417002,1.9123555331669055,0.8,31.724,17.566094091390525,22.947497908207325,36.18074622070064,0.8,6.4,2.718719999999985,-89.24424
2025-05-28,36.3001,0.8487649261023996,0.9920713437056812,1.912207679619057,0.8,-5.294,18.557084544970806,22.94056595793195,36.14511790161957,0.8,6.4,-1.761279999999988,-91.00551999999999
